ahref,citation,class,parent_legislation,currency,currency_date,date_scraped
/laws/regulation/900145,"R.R.O. 1990, Reg. 145: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - CENTRAL LAKE ONTARIO",regulation,Conservation Authorities Act,regulation,"December 21, 2006",2023-12-16 23:10:43.847852
/laws/statute/06t33,"Tax Increment Financing Act, 2006, S.O. 2006, c. 33 , Sched. Z.7",act,None,current statute,"December 20, 2006",2023-12-16 23:10:43.847852
/laws/regulation/030109,O. Reg. 109/03: GENERAL,regulation,"Ontario Infrastructure Projects Corporation Act, 2006",regulation,"December  8, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900681,"R.R.O. 1990, Reg. 681: SALARIES AND BENEFITS",regulation,Justices of the Peace Act,regulation,"November  8, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900005,"R.R.O. 1990, Reg. 5: FEES AND EXPENSES - JUSTICES OF THE PEACE",regulation,Administration of Justice Act,regulation,"November  8, 2006",2023-12-16 23:10:43.847852
/laws/regulation/030233,O. Reg. 233/03: PAYMENTS OUT OF SPECIAL PURPOSE ACCOUNTS,regulation,"Remedies for Organized Crime and Other Unlawful Activities Act, 2001",regulation,"October 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060491,O. Reg. 491/06: TERMS AND CONDITIONS OF EMPLOYMENT IN DEFINED INDUSTRIES - AMBULANCE SERVICES,regulation,"Employment Standards Act, 2000",current regulation,"October 20, 2006",2023-12-16 23:10:43.847852
/laws/regulation/960401,O. Reg. 401/96: ASSESSMENT OF HEALTH SYSTEM COSTS,regulation,Insurance Act,current regulation,"October  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/040133,O. Reg. 133/04: CHANGE OF NAME,regulation,"Ontario Infrastructure Projects Corporation Act, 2006",regulation,"September 29, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900939,"R.R.O. 1990, Reg. 939: GENERAL",regulation,Private Career Colleges Act,regulation,"September 18, 2006",2023-12-16 23:10:43.847852
/laws/statute/90p26,"Private Career Colleges Act, R.S.O. 1990, c. P.26",act,None,statute,"September 18, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900620,"R.R.O. 1990, Reg. 620: SPEED LIMITS IN PROVINCIAL PARKS",regulation,Highway Traffic Act,current regulation,"September  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900607,"R.R.O. 1990, Reg. 607: RECIPROCAL SUSPENSION OF LICENCES",regulation,Highway Traffic Act,current regulation,"September  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900605,"R.R.O. 1990, Reg. 605: PARKING OF VEHICLES IN TERRITORY WITHOUT MUNICIPAL ORGANIZATION",regulation,Highway Traffic Act,current regulation,"September  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/980619,O. Reg. 619/98: ONTARIO EXPORTS INC.,regulation,Development Corporations Act,regulation,"August 29, 2006",2023-12-16 23:10:43.847852
/laws/regulation/930829,O. Reg. 829/93: ELECTION OF COUNCIL MEMBERS,regulation,"Chiropody Act, 1991",regulation,"August 15, 2006",2023-12-16 23:10:43.847852
/laws/regulation/930708,O. Reg. 708/93: COMMITTEE COMPOSITION,regulation,"Chiropody Act, 1991",regulation,"August 15, 2006",2023-12-16 23:10:43.847852
/laws/regulation/930679,O. Reg. 679/93: EXAMINATIONS,regulation,"Chiropody Act, 1991",current regulation,"August 15, 2006",2023-12-16 23:10:43.847852
/laws/regulation/910111,O. Reg. 111/91: FORMS,regulation,Mining Act,regulation,"August  8, 2006",2023-12-16 23:10:43.847852
/laws/statute/02o22,"Ontario Strategic Infrastructure Financing Authority Act, 2002, S.O. 2002, c. 22, Sched. A",act,None,statute,"July 17, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970461,O. Reg. 461/97: PUPIL REPRESENTATION ON BOARDS,regulation,Education Act,regulation,"July  7, 2006",2023-12-16 23:10:43.847852
/laws/regulation/030412,O. Reg. 412/03: DEEMED MUNICIPALITIES,regulation,"Municipal Act, 2001",current regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/030028,O. Reg. 28/03: EXEMPTIONS - VARIOUS,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020436,O. Reg. 436/02: PAYMENTS RE VARIOUS ELECTRICITY-RELATED CHARGES,regulation,"Ontario Energy Board Act, 1998",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020435,O. Reg. 435/02: PAYMENTS RE SECTION 79.4 OF THE ACT,regulation,"Ontario Energy Board Act, 1998",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020341,O. Reg. 341/02: PAYMENTS RE SECTIONS 79.1 AND 79.2 OF THE ACT,regulation,"Ontario Energy Board Act, 1998",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020245,O. Reg. 245/02: EXEMPTION - THE CANAM MANAC GROUP INC.,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020226,O. Reg. 226/02: EXEMPTION - CONSTRUCTION S.R.B. S.C.C.,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020050,O. Reg. 50/02: NON-APPLICATION OF ACT,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020049,O. Reg. 49/02: DESIGNATION UNDER SECTION 25 OF THE ACT,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/990358,O. Reg. 358/99: EXEMPTION - SNC-LAVALIN ENGINEERS AND CONSTRUCTORS INC.,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/990340,"O. Reg. 340/99: EXEMPTION - DUFFERIN CONSTRUCTION COMPANY, A DIVISION OF ST. LAWRENCE CEMENT INC.",regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/990339,O. Reg. 339/99: EXEMPTION - LAFARGE CANADA INC.,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/990326,O. Reg. 326/99: GENERAL,regulation,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999",regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/990084,O. Reg. 84/99: ASSOCIATED EMPLOYERS,regulation,Ontario Municipal Employees Retirement System Act,regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/statute/99f04,"Fairness is a Two-Way Street Act (Construction Labour Mobility), 1999, S.O. 1999, c. 4",act,None,statute,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900890,"R.R.O. 1990, Reg. 890: GENERAL",regulation,Ontario Municipal Employees Retirement System Act,regulation,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/statute/90o29,"Ontario Municipal Employees Retirement System Act, R.S.O. 1990, c. O.29",act,None,statute,"June 30, 2006",2023-12-16 23:10:43.847852
/laws/statute/90a11,"Agricultural Rehabilitation and Development Act (Ontario), R.S.O. 1990, c. A.11",act,None,statute,"June 27, 2006",2023-12-16 23:10:43.847852
/laws/statute/00t08,"Tartan Act, 2000, S.O. 2000, c. 8",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/98c32,"City of Toronto XXIX Summer Olympic Games Bid Endorsement Act, 1998, S.O. 1998, c. 32",act,None,statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90c41,"Costs of Distress Act, R.S.O. 1990, c. C.41",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900028,"R.R.O. 1990, Reg. 28: GENERAL",regulation,Artificial Insemination of Livestock Act,regulation,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90b19,"Business Records Protection Act, R.S.O. 1990, c. B.19",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90a16,"Alcoholism and Drug Addiction Research Foundation Act, R.S.O. 1990, c. A.16",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90f13,"Fines and Forfeitures Act, R.S.O. 1990, c. F.13",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90d13,"Disorderly Houses Act, R.S.O. 1990, c. D.13",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90b12,"Bridges Act, R.S.O. 1990, c. B.12",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90h12,"Homes for Special Care Act, R.S.O. 1990, c. H.12",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90r05,"Reciprocal Enforcement of Judgments Act, R.S.O. 1990, c. R.5",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90w03,"Warehouse Receipts Act, R.S.O. 1990, c. W.3",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90g03,"Gas and Oil Leases Act, R.S.O. 1990, c. G.3",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90a03,"Absentees Act, R.S.O. 1990, c. A.3",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90u02,"Unconscionable Transactions Relief Act, R.S.O. 1990, c. U.2",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90v02,"Vendors and Purchasers Act, R.S.O. 1990, c. V.2",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90v01,"Variation of Trusts Act, R.S.O. 1990, c. V.1",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/statute/90h01,"Habeas Corpus Act, R.S.O. 1990, c. H.1",act,None,current statute,"June 22, 2006",2023-12-16 23:10:43.847852
/laws/regulation/050222,O. Reg. 222/05: GENERAL,regulation,"Food Safety and Quality Act, 2001",current regulation,"June 19, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940732,O. Reg. 732/94: TRANSPORTING NON-AMBULATORY ANIMALS,regulation,Livestock and Livestock Products Act,regulation,"June 19, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060312,O. Reg. 312/06: OPERATING EXPENSES OF THE CORPORATION,regulation,"Ontario Lottery and Gaming Corporation Act, 1999",current regulation,"June 16, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900021,"R.R.O. 1990, Reg. 21: GENERAL",regulation,Anatomy Act,current regulation,"June 14, 2006",2023-12-16 23:10:43.847852
/laws/regulation/910786,O. Reg. 786/91: EGGS - EXTENSION OF POWERS OF THE CANADIAN EGG MARKETING AGENCY,regulation,Farm Products Marketing Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900404,"R.R.O. 1990, Reg. 404: DESIGNATION - ONTARIO CANOLA GROWERS' ASSOCIATION",regulation,Farm Products Marketing Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900401,"R.R.O. 1990, Reg. 401: CHICKEN - EXTENSION OF POWERS OF THE CANADIAN CHICKEN MARKETING AGENCY",regulation,Farm Products Marketing Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900025,"R.R.O. 1990, Reg. 25: TRANSPORTATION",regulation,Animals for Research Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900022,"R.R.O. 1990, Reg. 22: GENERAL",regulation,Animals for Research Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900017,"R.R.O. 1990, Reg. 17: NAMES",regulation,Agricultural and Horticultural Organizations Act,current regulation,"June 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060272,O. Reg. 272/06: USE AND DISCLOSURE OF PERSONAL INFORMATION,regulation,Health Insurance Act,current regulation,"June 12, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060266,O. Reg. 266/06: NEW TEACHER INDUCTION PROGRAM,regulation,Education Act,current regulation,"June 12, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020100,O. Reg. 100/02: TEACHER QUALIFYING TEST,regulation,Education Act,regulation,"June 12, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970276,O. Reg. 276/97: TRANSITIONAL MATTERS - DISCIPLINE,regulation,"Ontario College of Teachers Act, 1996",regulation,"June  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900530,"R.R.O. 1990, Reg. 530: WILDLIFE MANAGEMENT UNITS",regulation,"Fish and Wildlife Conservation Act, 1997",regulation,"June  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940613,O. Reg. 613/94: GENERAL,regulation,"Tobacco Control Act, 1994",regulation,"May 31, 2006",2023-12-16 23:10:43.847852
/laws/statute/90s13,"Smoking in the Workplace Act, R.S.O. 1990, c. S.13",act,None,statute,"May 31, 2006",2023-12-16 23:10:43.847852
/laws/regulation/010276,O. Reg. 276/01: INCREASE IN SECONDARY SCHOOL CLASS SIZE BY BOARD RESOLUTION,regulation,Education Act,regulation,"May 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/010274,O. Reg. 274/01: SECONDARY SCHOOL TEACHING ASSIGNMENTS,regulation,Education Act,regulation,"May 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970496,O. Reg. 496/97: RESERVE FOR WORKING FUNDS LIMIT,regulation,Education Act,regulation,"May 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970495,O. Reg. 495/97: CURRENT BORROWING LIMITS,regulation,Education Act,regulation,"May 30, 2006",2023-12-16 23:10:43.847852
/laws/regulation/040306,O. Reg. 306/04: ONTARIO RESEARCH EMPLOYEE STOCK OPTION OVERPAYMENT,regulation,Income Tax Act,current regulation,"May 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/030156,O. Reg. 156/03: TAX INCENTIVE FOR INVESTING IN ONTARIO JOBS AND OPPORTUNITY BONDS,regulation,Income Tax Act,current regulation,"May 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020135,O. Reg. 135/02: WATER POWER LEASES - NIAGARA PARKS COMMISSION,regulation,"Electricity Act, 1998",current regulation,"May 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900984,"R.R.O. 1990, Reg. 984: GENERAL",regulation,Race Tracks Tax Act,current regulation,"May 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900769,"R.R.O. 1990, Reg. 769: GENERAL",regulation,Mining Tax Act,current regulation,"May 23, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060206,"O. Reg. 206/06: USE OF COMMUTER PARKING LOTS, TRANSIT STATIONS AND REST, SERVICE AND OTHER AREAS",regulation,Public Transportation and Highway Improvement Act,current regulation,"May 19, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900980,"R.R.O. 1990, Reg. 980: USE OF REST, SERVICE OR OTHER AREAS",regulation,Public Transportation and Highway Improvement Act,regulation,"May 19, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900561,"R.R.O. 1990, Reg. 561: EXEMPTION - SUBSECTION 38 (2) OF THE ACT",regulation,Health Protection and Promotion Act,regulation,"May 19, 2006",2023-12-16 23:10:43.847852
/laws/statute/06o09j,"Ontario Loan Act, 2006, S.O. 2006, c. 9, Sched. J",act,None,current statute,"May 18, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060200,O. Reg. 200/06: ZONING AREA - HALDIMAND COUNTY,regulation,Planning Act,current regulation,"May 17, 2006",2023-12-16 23:10:43.847852
/laws/regulation/020339,O. Reg. 339/02: ELECTRICITY PRICING,regulation,"Ontario Energy Board Act, 1998",regulation,"May  5, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970282,"O. Reg. 282/97: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - OTONABEE REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/950046,"O. Reg. 46/95: FILL, CONSTRUCTION AND ALTERATION TO  WATERWAYS - AUSABLE-BAYFIELD",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940724,"O. Reg. 724/94: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - SOUTH NATION RIVER CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940417,"O. Reg. 417/94: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - THE PRINCE EDWARD REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940416,"O. Reg. 416/94: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - GREY SAUBLE CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/940033,"O. Reg. 33/94: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - KAWARTHA REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/920260,"O. Reg. 260/92: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - MOIRA RIVER",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/910152,"O. Reg. 152/91: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - LAKEHEAD REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/910099,"O. Reg. 99/91: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - THE NIAGARA PENINSULA CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/910022,"O. Reg. 22/91: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS -  MAITLAND VALLEY CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900170,"R.R.O. 1990, Reg. 170: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - UPPER THAMES RIVER",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900169,"R.R.O. 1990, Reg. 169: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - SAUGEEN VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900167,"R.R.O. 1990, Reg. 167: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - ST. CLAIR REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900166,"R.R.O. 1990, Reg. 166: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - RIDEAU VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900164,"R.R.O. 1990, Reg. 164: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - NOTTAWASAGA VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900162,"R.R.O. 1990, Reg. 162: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - NORTH BAY-MATTAWA CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900161,"R.R.O. 1990, Reg. 161: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - NICKEL DISTRICT",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900160,"R.R.O. 1990, Reg. 160: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - NAPANEE REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900159,"R.R.O. 1990, Reg. 159: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - THE MISSISSIPPI VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900158,"R.R.O. 1990, Reg. 158: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - METROPOLITAN TORONTO AND REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900157,"R.R.O. 1990, Reg. 157: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - MATTAGAMI REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900156,"R.R.O. 1990, Reg. 156: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - LOWER TRENT REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900155,"R.R.O. 1990, Reg. 155: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - LOWER THAMES VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900154,"R.R.O. 1990, Reg. 154: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - LONG POINT REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900153,"R.R.O. 1990, Reg. 153: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - LAKE SIMCOE REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900152,"R.R.O. 1990, Reg. 152: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - KETTLE CREEK",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900151,"R.R.O. 1990, Reg. 151: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - HAMILTON REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900150,"R.R.O. 1990, Reg. 150: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS -  HALTON REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900149,"R.R.O. 1990, Reg. 149: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - GRAND RIVER",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900148,"R.R.O. 1990, Reg. 148: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - GANARASKA REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900147,"R.R.O. 1990, Reg. 147: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - ESSEX REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900146,"R.R.O. 1990, Reg. 146: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - CREDIT VALLEY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900144,"R.R.O. 1990, Reg. 144: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - CATFISH CREEK",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900143,"R.R.O. 1990, Reg. 143: FILL, CONSTRUCTION AND ALTERATION TO WATERWAYS - CATARAQUI REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900141,"R.R.O. 1990, Reg. 141: FILL AND ALTERATION TO WATERWAYS - SAULT STE. MARIE REGION CONSERVATION AUTHORITY",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900140,"R.R.O. 1990, Reg. 140: FILL AND ALTERATION TO WATERWAYS - RAISIN REGION",regulation,Conservation Authorities Act,regulation,"May  4, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900425,"R.R.O. 1990, Reg. 425: PROCESSING TOMATO SEEDLING PLANTS - PLAN",regulation,Farm Products Marketing Act,current regulation,"April 27, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900413,"R.R.O. 1990, Reg. 413: POTATOES - PLAN",regulation,Farm Products Marketing Act,current regulation,"April 27, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900403,"R.R.O. 1990, Reg. 403: CHICKENS - PLAN",regulation,Farm Products Marketing Act,current regulation,"April 27, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900397,"R.R.O. 1990, Reg. 397: BROILER HATCHING EGGS AND CHICKS - PLAN",regulation,Farm Products Marketing Act,current regulation,"April 27, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060123,O. Reg. 123/06: DEALERSHIP AGREEMENTS,regulation,Farm Implements Act,current regulation,"April 25, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900752,"R.R.O. 1990, Reg. 752: CREAM PRODUCERS - LICENCES",regulation,Milk Act,regulation,"April 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900749,"R.R.O. 1990, Reg. 749: CHEESE - MARKETING - EXEMPTIONS",regulation,Milk Act,regulation,"April 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900747,"R.R.O. 1990, Reg. 747: CHEESE -  INFORMATION TO BE FURNISHED",regulation,Milk Act,regulation,"April 13, 2006",2023-12-16 23:10:43.847852
/laws/regulation/930459,O. Reg. 459/93: CAPITAL GRANTS AND LOANS,regulation,Public Hospitals Act,current regulation,"April  6, 2006",2023-12-16 23:10:43.847852
/laws/regulation/040058,"O. Reg. 58/04: EXEMPTIONS: LICENSING, LOCKING-UP AND SECURE ISOLATION",regulation,Child and Family Services Act,regulation,"April  1, 2006",2023-12-16 23:10:43.847852
/laws/regulation/050097,O. Reg. 97/05: ASSESSMENT OF EXPENSES AND EXPENDITURES,regulation,"Ontario Energy Board Act, 1998",regulation,"March 31, 2006",2023-12-16 23:10:43.847852
/laws/statute/90r07,"Reciprocal Enforcement of Support Orders Act, R.S.O. 1990, c. R.7",act,None,statute,"March 31, 2006",2023-12-16 23:10:43.847852
/laws/statute/90r04,"Real Estate and Business Brokers Act, R.S.O. 1990, c. R.4",act,None,statute,"March 31, 2006",2023-12-16 23:10:43.847852
/laws/regulation/060067,O. Reg. 67/06: FUNDING FOR THERAPY AND COUNSELLING,regulation,"Dental Hygiene Act, 1991",current regulation,"March  6, 2006",2023-12-16 23:10:43.847852
/laws/regulation/970329,O. Reg. 329/97: CO-OPERATIVE EDUCATION TAX CREDIT,regulation,Corporations Tax Act,regulation,"March  6, 2006",2023-12-16 23:10:43.847852
/laws/regulation/950057,O. Reg. 57/95: DESIGNATED AGENCIES  (DEFINITION OF “CROWN EMPLOYEE”),regulation,Public Service Act,regulation,"March  6, 2006",2023-12-16 23:10:43.847852
/laws/regulation/930870,O. Reg. 870/93: REGISTRATION,regulation,"Physiotherapy Act, 1991",regulation,"March  6, 2006",2023-12-16 23:10:43.847852
/laws/regulation/900408,"R.R.O. 1990, Reg. 408: EGGS - MARKETING LIMITATIONS",regulation,Farm Products Marketing Act,current regulation,"February 24, 2006",2023-12-16 23:10:43.847852
